chid,top1,top2,top3
10195104,10,48,18
10195236,37,36,2
10195259,2,19,37
10195388,37,10,25
10195389,2,15,39
10195419,2,15,10
10195421,37,2,10
10195536,10,37,48
10195543,10,37,15
10195592,6,10,2
10195600,37,18,15
10195607,37,15,39
10195614,2,37,15
10195622,2,37,36
10195635,37,36,15
10195667,26,10,15
10195793,37,2,15
10195808,36,15,48
10195854,37,15,10
10195953,36,2,15
10196307,37,15,2
10196336,37,48,12
10196410,10,48,37
10196467,36,15,2
10196477,36,10,37
10196496,10,15,48
10196501,36,15,21
10196503,36,48,10
10196514,48,13,2
10196575,48,10,37
10196621,37,2,15
10196705,48,15,2
10196751,37,48,15
10196767,2,37,15
10196909,37,2,15
10196924,15,36,25
10196941,37,15,2
10197043,36,37,15
10197044,15,2,37
10197046,37,2,15
10197056,36,15,10
10197153,37,10,15
10197218,37,12,22
10197282,48,19,37
10197284,2,26,25
10197353,37,19,10
10197413,37,36,48
10197435,37,15,36
10197526,37,15,6
10197558,10,12,48
10197566,36,37,19
10197590,2,37,15
10197602,48,37,2
10197611,37,18,15
10197701,10,36,37
10197704,37,10,26
10197721,13,15,37
10197769,37,15,39
10197823,37,15,10
10197964,10,37,2
10198023,36,37,19
10198113,37,2,15
10198178,37,36,15
10198183,37,12,26
10198258,37,36,15
10198283,37,2,15
10198298,37,15,48
10198417,36,37,15
10198433,6,13,37
10198437,37,2,15
10198493,36,13,37
10198512,37,2,15
10198521,2,15,10
10198656,37,2,15
10198693,37,10,36
10198714,13,36,37
10198728,36,15,39
10198744,37,12,15
10198748,37,15,26
10198796,13,36,48
10198823,25,48,37
10198833,37,15,6
10198865,36,48,26
10198877,15,48,21
10198894,15,37,2
10198908,37,12,39
10198974,37,2,6
10199011,37,10,15
10199107,12,10,36
10199286,37,36,48
10199343,10,18,19
10199376,36,37,48
10199447,2,12,19
10199468,37,12,10
10199536,10,21,18
10199563,37,25,15
10199564,10,37,6
10199620,37,36,15
10199626,13,48,12
10199711,36,37,21
10199745,15,26,2
10199804,48,37,36
10199884,15,26,19
10199906,15,37,18
10199934,10,15,2
10199960,37,36,15
10200163,22,26,37
10200173,48,37,15
10200221,15,10,37
10200281,10,37,15
10200318,37,10,36
10200331,37,2,39
10200337,10,36,15
10200338,37,15,2
10200368,36,15,37
10200398,48,2,15
10200421,13,15,37
10200521,2,37,15
10200549,37,25,39
10200572,37,10,12
10200592,36,37,15
10200637,37,10,2
10200676,37,2,15
10200703,36,48,15
10200760,37,2,48
10200862,48,10,15
10200942,15,6,37
10200947,2,37,15
10200964,37,10,19
10201018,2,37,25
10201111,19,37,15
10201201,48,37,36
10201223,37,2,10
10201252,37,48,15
10201262,37,15,10
10201278,36,26,15
10201286,10,2,37
10201297,2,18,26
10201327,37,19,2
10201356,15,48,2
10201384,2,48,39
10201448,2,36,37
10201463,37,48,15
10201538,37,2,10
10201629,48,10,15
10201671,10,37,2
10201739,36,2,10
10201747,37,15,26
10201945,36,2,15
10202025,22,19,25
10202055,37,15,2
10202147,10,37,19
10202258,10,36,12
10202266,37,36,15
10202493,10,2,48
10202501,2,39,25
10202531,36,15,37
10202598,37,36,15
10202613,37,19,2
10202681,37,36,12
10202808,36,12,10
10202834,6,10,37
10202909,13,36,37
10202952,12,19,2
10203060,2,25,48
10203180,6,10,2
10203240,10,36,15
10203263,48,36,15
10203465,36,13,37
10203482,37,10,15
10203511,48,15,2
10203656,48,10,21
10203721,13,2,15
10203847,2,37,10
10203919,2,15,37
10204042,12,10,48
10204143,37,15,2
10204215,37,10,2
10204248,36,48,15
10204283,37,22,2
10204350,10,36,2
10204391,37,2,15
10204509,10,2,36
10204528,36,37,10
10204585,36,37,15
10204639,15,37,2
10204838,2,48,19
10204902,10,15,37
10204936,2,48,36
10204968,37,2,15
10205012,36,15,18
10205053,36,15,10
10205089,36,37,15
10205151,2,37,15
10205170,10,15,37
10205182,13,48,10
10205195,15,37,2
10205236,48,36,37
10205268,2,10,39
10205353,37,15,2
10205377,13,36,10
10205492,37,18,15
10205527,13,36,2
10205533,37,48,2
10205597,15,48,2
10205656,36,37,2
10205659,37,36,10
10205729,37,15,10
10205743,10,12,13
10205778,13,10,37
10205825,15,2,48
10205943,13,37,10
10205981,48,26,15
10205986,2,37,15
10206001,22,37,2
10206097,36,37,48
10206100,36,37,15
10206106,37,2,15
10206147,10,6,48
10206289,10,15,2
10206342,37,10,13
10206424,2,37,15
10206433,15,37,2
10206454,37,26,25
10206496,37,15,10
10206553,37,2,6
10206564,10,15,37
10206598,48,37,36
10206670,2,19,48
10206747,2,13,18
10206759,13,37,15
10206801,36,12,26
10206824,10,15,2
10206922,10,37,2
10206930,37,15,10
10207057,36,37,10
10207071,37,36,48
10207085,15,48,10
10207098,10,15,2
10207104,10,19,26
10207132,36,10,15
10207225,37,15,2
10207230,37,2,15
10207241,19,37,25
10207267,36,10,15
10207380,37,15,10
10207434,37,15,19
10207456,37,2,15
10207541,10,37,36
10207607,37,39,2
10207694,15,10,37
10207702,10,36,15
10207707,48,18,2
10207740,10,2,37
10207756,10,13,37
10207832,36,2,37
10207873,2,19,18
10207879,36,2,15
10207906,36,10,15
10207938,37,2,15
10208010,37,15,48
10208053,26,21,36
10208092,37,2,15
10208117,2,15,37
10208171,48,10,12
10208243,37,15,12
10208321,37,15,2
10208486,37,12,10
10208512,37,48,10
10208652,15,37,2
10208672,37,6,2
10208716,37,15,36
10208776,12,37,15
10208890,36,37,2
10209065,13,15,36
10209127,12,6,37
10209327,2,48,37
10209412,37,36,10
10209479,15,48,2
10209497,37,15,2
10209581,37,19,10
10209675,48,37,12
10209767,15,36,37
10209805,2,15,37
10209910,37,2,15
10210024,2,12,18
10210071,37,2,15
10210075,48,36,15
10210088,37,15,2
10210230,6,13,18
10210260,36,37,15
10210325,37,10,36
10210342,12,10,2
10210389,37,15,2
10210459,37,2,15
10210511,37,15,36
10210603,2,15,21
10210612,37,2,15
10210666,37,12,15
10210698,10,37,48
10210718,37,2,19
10210734,10,48,37
10210821,2,37,15
10210842,10,2,37
10210846,37,15,10
10210857,10,37,36
10210914,2,37,15
10210961,48,15,13
10210979,10,21,12
10211035,37,36,48
10211118,2,19,37
10211260,37,19,15
10211307,37,10,22
10211321,36,2,10
10211330,2,37,18
10211341,10,15,36
10211348,37,15,36
10211354,10,2,48
10211364,12,37,2
10211412,36,37,19
10211425,2,36,48
10211458,37,2,36
10211508,36,10,15
10211534,10,15,2
10211543,10,37,36
10211602,36,37,15
10211623,37,2,15
10211847,2,48,15
10211875,10,37,6
10211906,10,2,12
10211934,48,10,15
10211956,48,15,37
10211959,37,15,2
10212004,2,37,15
10212062,37,15,13
10212076,36,10,48
10212108,15,48,39
10212114,37,12,19
10212142,37,48,15
10212148,12,37,10
10212178,13,37,15
10212195,48,37,19
10212207,13,10,48
10212213,48,10,36
10212259,10,39,15
10212289,15,2,37
10212358,48,15,19
10212418,15,2,10
10212477,37,15,2
10212561,2,37,15
10212593,37,2,15
10212615,2,15,48
10212644,37,21,15
10212660,18,19,26
10212661,37,15,2
10212717,6,48,37
10212735,37,19,18
10212740,10,36,15
10212808,13,15,48
10212932,15,2,37
10212958,2,22,15
10212988,37,15,2
10213033,10,48,2
10213045,48,36,2
10213108,2,37,19
10213168,2,19,22
10213257,10,37,39
10213317,12,22,26
10213325,36,10,15
10213388,37,48,2
10213413,2,37,15
10213467,10,2,6
10213487,37,15,2
10213519,36,37,10
10213536,10,36,15
10213547,37,36,15
10213548,37,2,15
10213580,37,15,2
10213608,36,13,15
10213617,13,37,10
10213637,36,37,15
10213645,12,19,10
10213673,36,10,2
10213685,37,2,15
10213687,10,37,2
10213759,15,12,36
10213796,48,2,12
10213801,10,15,2
10213927,10,2,37
10213940,48,2,15
10214040,37,15,25
10214094,37,15,10
10214104,10,48,2
10214124,12,10,36
10214184,37,26,21
10214234,37,36,48
10214345,19,21,37
10214413,13,10,18
10214564,37,25,39
10214573,25,48,37
10214656,48,2,15
10214687,37,48,15
10214689,10,19,2
10214778,37,15,6
10214861,36,37,10
10214896,48,10,13
10214988,10,36,12
10215006,48,10,15
10215114,37,15,6
10215123,37,36,15
10215231,37,15,2
10215287,37,2,15
10215291,36,37,48
10215324,39,6,37
10215383,37,2,15
10215388,36,48,10
10215417,36,10,37
10215569,10,37,2
10215642,13,37,10
10215647,13,15,2
10215666,2,18,19
10215712,48,2,37
10215742,37,2,15
10215773,36,10,15
10215841,48,10,36
10215908,15,37,10
10215968,2,37,36
10215997,10,2,15
10216032,10,2,15
10216098,48,2,15
10216143,2,15,19
10216207,2,15,19
10216334,37,10,19
10216411,37,15,21
10216463,37,15,2
10216492,6,2,15
10216527,37,36,10
10216622,37,2,15
10216704,36,15,37
10216817,37,36,2
10216878,10,25,22
10216920,37,15,25
10216923,48,37,15
10216972,37,15,48
10216984,10,36,22
10217026,37,15,12
10217074,37,15,2
10217149,13,15,36
10217201,37,15,2
10217240,15,2,36
10217246,13,15,48
10217261,48,15,36
10217294,10,13,15
10217477,10,36,13
10217569,10,12,18
10217621,37,25,19
10217686,2,15,37
10217788,48,36,15
10217805,10,2,48
10217865,48,2,15
10217870,37,2,15
10217968,48,15,36
10218071,36,15,37
10218099,37,36,15
10218157,12,37,15
10218224,37,15,2
10218311,37,2,10
10218341,37,25,15
10218369,19,10,37
10218419,36,13,48
10218442,37,2,19
10218451,15,48,2
10218481,36,10,21
10218485,36,13,37
10218498,37,15,26
10218521,2,10,15
10218590,36,10,18
10218677,37,36,2
10218786,10,15,19
10218846,37,2,15
10218904,2,15,10
10218928,37,6,10
10219017,36,19,48
10219136,13,36,15
10219351,37,10,15
10219407,10,22,37
10219602,37,48,6
10219621,36,48,15
10219678,48,10,2
10219684,48,37,15
10219742,10,19,18
10219765,37,2,15
10219807,13,10,15
10219819,37,15,2
10219865,15,2,13
10219948,36,37,10
10220082,37,2,15
10220156,10,12,2
10220273,15,37,10
10220347,37,2,15
10220394,36,18,2
10220424,37,15,13
10220486,2,15,22
10220589,37,15,13
10220633,22,2,15
10220637,39,37,15
10220672,48,10,2
10220676,37,15,2
10220809,37,15,2
10220904,48,2,26
10220913,36,2,15
10220923,2,37,15
10220949,37,15,2
10221180,15,37,10
10221274,2,15,37
10221311,36,18,37
10221327,12,10,37
10221354,37,36,15
10221427,48,2,36
10221444,10,2,18
10221485,10,37,2
10221605,36,37,2
10221631,36,37,39
10221637,48,37,26
10221711,37,15,19
10221816,15,37,12
10221837,15,10,36
10221944,37,2,26
10221973,37,2,10
10222000,37,2,22
10222007,37,10,36
10222078,10,12,37
10222161,10,2,39
10222172,37,15,2
10222176,37,10,15
10222253,2,6,37
10222275,48,10,2
10222291,10,15,2
10222359,37,10,2
10222373,37,21,15
10222415,12,2,15
10222418,10,37,19
10222465,37,2,19
10222496,37,15,21
10222549,10,37,15
10222564,10,13,36
10222570,36,15,2
10222593,48,15,2
10222636,37,15,2
10222681,37,36,48
10222819,10,2,37
10222908,37,36,15
10222959,10,36,12
10222981,48,2,19
10222987,37,15,36
10223020,15,48,2
10223080,15,36,12
10223130,10,48,15
10223175,37,15,10
10223247,10,15,2
10223315,37,19,48
10223328,36,10,15
10223330,37,15,2
10223436,36,10,37
10223470,48,37,39
10223533,2,15,19
10223589,10,36,48
10223610,37,10,21
10224117,37,21,26
10224206,37,21,25
10224232,2,15,19
10224273,37,36,2
10224314,36,48,15
10224317,37,36,48
10224371,37,10,15
10224379,37,2,15
10224520,10,37,15
10224598,2,37,10
10224630,36,37,15
10224729,37,12,18
10224777,36,37,22
10224809,37,2,19
10224813,15,12,37
10224891,48,2,15
10224924,37,15,10
10224977,12,37,19
10225099,36,37,2
10225169,13,15,37
10225341,37,39,15
10225461,36,37,15
10225493,10,2,37
10225500,37,6,21
10225513,15,2,39
10225535,37,19,15
10225551,6,2,15
10225578,10,37,15
10225595,48,15,2
10225683,10,37,15
10225709,15,2,48
10225766,36,15,37
10225862,37,15,10
10225900,36,10,15
10225999,2,15,36
10226000,18,39,15
10226004,15,13,2
10226013,37,19,12
10226087,48,2,15
10226168,10,6,19
10226305,37,10,6
10226335,36,37,15
10226441,36,10,15
10226509,12,36,2
10226510,10,15,37
10226534,37,10,2
10226554,15,37,6
10226590,19,12,2
10226666,13,15,10
10226674,37,2,15
10226675,2,15,10
10226703,10,12,37
10226712,37,25,18
10226751,10,2,36
10226765,15,21,19
10226890,37,21,15
10226892,36,2,10
10226894,48,37,36
10226945,10,37,2
10226983,10,18,37
10227003,48,37,2
10227023,36,37,2
10227068,36,37,15
10227138,36,37,10
10227145,48,10,39
10227152,37,15,2
10227199,10,13,37
10227236,15,2,39
10227344,2,15,37
10227464,13,37,10
10227474,37,2,15
10227529,37,19,15
10227567,10,2,12
10227581,37,2,36
10227670,37,2,15
10227672,2,37,15
10227729,37,2,15
10227796,37,15,2
10227827,13,37,15
10227900,15,37,2
10227975,36,48,37
10228050,37,36,19
10228098,39,37,15
10228124,37,10,26
10228243,10,15,36
10228348,2,15,37
10228379,37,2,15
10228425,37,22,25
10228493,36,48,2
10228496,37,15,2
10228525,10,15,2
10228584,48,15,2
10228601,48,2,39
10228617,10,12,2
10228625,37,15,2
10228736,15,10,36
10228744,15,19,10
10228747,10,2,19
10228793,13,36,15
10228961,2,37,15
10228991,36,37,48
10229126,10,2,15
10229129,2,19,26
10229247,37,25,36
10229257,10,15,2
10229282,37,2,10
10229318,10,36,13
10229369,15,37,2
10229417,2,15,39
10229431,37,19,2
10229448,13,36,37
10229582,37,36,2
10229874,48,10,15
10229879,37,2,21
10229933,10,26,2
10229950,37,6,15
10229957,37,2,15
10229983,10,2,15
10230071,26,37,15
10230132,12,48,10
10230217,2,15,37
10230230,2,36,10
10230320,37,10,39
10230341,2,15,39
10230388,26,12,6
10230432,15,2,6
10230453,37,19,2
10230456,36,10,2
10230474,37,15,36
10230504,48,36,10
10230581,13,10,36
10230633,36,15,48
10230680,48,36,15
10230685,22,37,25
10230812,13,15,2
10230940,15,6,37
10230996,37,15,10
10231003,10,19,2
10231089,37,10,15
10231146,22,2,37
10231178,6,37,2
10231210,15,37,10
10231222,37,15,2
10231364,48,2,15
10231370,12,37,15
10231375,36,15,19
10231399,2,19,37
10231460,37,2,15
10231516,48,2,37
10231536,37,2,15
10231538,10,21,15
10231566,37,21,15
10231607,36,37,48
10231638,13,48,10
10231678,15,10,6
10231711,37,10,15
10231725,36,48,10
10231772,37,36,15
10231832,48,21,2
10231870,2,37,15
10231931,18,15,36
10231987,15,36,2
10231990,10,2,37
10232009,10,37,15
10232251,13,2,15
10232320,10,37,48
10232338,2,15,10
10232389,36,15,12
10232452,10,37,36
10232507,18,19,37
10232546,36,10,15
10232547,15,2,10
10232554,37,10,6
10232617,10,2,15
10232776,48,36,2
10232789,10,12,2
10232839,37,19,22
10232846,2,19,10
10232896,15,2,48
10232907,37,2,15
10232940,36,15,2
10233006,37,39,15
10233017,10,37,2
10233049,37,10,26
10233207,15,39,2
10233393,37,15,2
10233793,6,37,15
10233827,15,37,10
10234024,37,36,15
10234030,37,2,15
10234034,13,15,10
10234127,48,15,2
10234247,37,15,2
10234262,15,2,36
10234332,48,12,2
10234368,37,10,15
10234402,37,15,2
10234437,48,2,36
10234440,15,39,37
10234587,37,2,36
10234643,37,15,12
10234657,36,48,2
10234659,36,10,37
10234665,48,10,37
10234734,15,48,2
10234799,37,15,2
10234901,10,36,12
10234964,10,15,36
10235143,13,10,2
10235176,37,15,2
10235253,36,10,12
10235360,36,15,48
10235433,37,15,2
10235477,15,36,22
10235566,22,37,2
10235608,2,15,10
10235665,37,15,36
10235667,15,2,21
10235668,19,2,15
10235706,48,10,2
10235790,37,2,21
10235867,37,22,2
10235926,37,2,10
10235950,37,19,10
10236006,12,2,15
10236074,37,10,19
10236079,15,19,26
10236108,37,2,15
10236168,37,18,26
10236217,2,37,36
10236218,36,15,37
10236238,48,15,2
10236244,10,2,37
10236267,15,37,2
10236279,37,15,2
10236282,36,37,15
10236299,36,15,37
10236308,48,15,2
10236366,26,12,10
10236491,36,48,2
10236564,37,36,15
10236655,36,10,19
10236678,10,37,36
10236687,37,36,21
10236726,48,15,10
10236750,37,26,12
10236877,37,2,15
10236921,37,15,2
10236975,36,10,15
10236976,37,19,10
10236994,37,19,18
10237006,37,36,19
10237054,37,10,19
10237074,10,15,2
10237086,2,37,10
10237139,37,15,2
10237148,10,36,2
10237159,37,36,15
10237183,37,19,10
10237266,13,48,10
10237357,36,2,37
10237466,36,37,15
10237499,10,37,2
10237516,39,15,37
10237560,36,37,15
10237592,10,2,15
10237638,36,15,37
10237703,12,19,37
10237716,48,39,10
10237752,2,10,48
10237848,10,37,39
10237871,10,12,37
10237919,36,37,10
10237921,13,36,15
10238014,37,36,22
10238042,37,48,22
10238075,15,10,37
10238094,37,2,12
10238115,13,10,15
10238249,19,37,15
10238270,37,15,10
10238330,2,10,19
10238429,36,48,2
10238444,36,37,21
10238498,36,15,13
10238500,2,37,15
10238504,15,37,10
10238586,2,15,10
10238604,10,15,37
10238633,10,2,15
10238782,2,37,12
10238827,22,37,2
10238868,48,37,36
10238886,36,10,37
10238954,36,25,37
10239052,37,10,6
10239157,15,37,2
10239176,39,15,37
10239211,13,36,10
10239275,37,2,22
10239305,15,13,37
10239343,2,13,10
10239602,12,6,10
10239613,15,37,39
10239772,36,10,15
10239792,10,15,21
10239891,36,37,15
10239909,15,2,18
10239925,12,10,15
10239926,15,10,2
10239994,37,2,22
10240002,15,39,37
10240033,37,15,2
10240151,37,2,15
10240250,2,15,36
10240265,12,18,22
10240267,10,37,26
10240317,36,37,2
10240373,37,2,6
10240424,13,15,37
10240558,37,36,15
10240559,13,15,10
10240741,13,48,10
10240746,37,2,15
10240825,37,15,2
10240851,37,2,15
10240918,36,15,10
10240927,15,48,6
10240955,37,6,2
10240957,36,37,15
10241006,2,37,36
10241085,36,37,15
10241209,36,15,37
10241323,36,10,2
10241374,13,15,2
10241400,37,10,48
10241536,15,36,2
10241549,15,39,19
10241583,15,2,10
10241616,15,2,12
10241752,2,15,13
10241994,10,15,37
10242012,36,37,48
10242073,37,2,10
10242099,2,37,26
10242133,36,15,37
10242240,37,39,15
10242297,2,19,10
10242447,13,10,37
10242553,37,2,6
10242560,13,10,2
10242611,48,2,19
10242622,36,22,2
10242684,37,15,36
10242723,48,37,2
10242782,39,37,15
10242805,36,2,15
10242829,2,48,37
10242842,2,37,19
10242843,48,36,37
10242977,36,37,10
10243099,37,21,22
10243157,13,36,37
10243190,37,2,15
10243295,37,2,15
10243402,36,48,37
10243415,6,22,15
10243584,2,15,10
10243616,37,10,22
10243745,36,10,48
10243754,10,37,2
10243781,10,37,2
10243828,36,37,15
10243846,10,15,2
10243871,37,2,36
10243910,10,37,15
10243922,6,2,15
10243947,2,15,37
10243953,36,10,2
10243963,36,15,48
10243982,48,15,2
10244060,37,2,19
10244078,15,37,36
10244079,15,37,2
10244284,13,37,12
10244303,37,15,2
10244382,37,2,15
10244426,15,37,2
10244449,48,36,37
10244469,48,39,15
10244632,37,12,36
10244661,36,37,39
10244690,36,15,2
10244708,37,15,2
10244749,37,15,10
10245016,15,2,10
10245060,37,19,6
10245116,12,37,6
10245253,2,15,19
10245307,37,2,15
10245353,22,25,2
10245525,10,37,15
10245531,37,15,2
10245590,37,48,19
10245639,13,15,48
10245656,37,13,10
10245692,10,37,13
10245700,37,15,10
10245742,19,39,2
10245795,37,15,2
10245801,37,48,10
10245822,37,39,15
10245840,25,37,15
10245969,37,26,15
10246040,39,12,2
10246090,15,48,37
10246106,36,10,15
10246223,37,2,10
10246310,36,37,13
10246343,48,15,12
10246371,2,15,36
10246377,37,19,2
10246378,15,36,2
10246382,37,15,2
10246403,10,37,12
10246414,37,12,15
10246534,13,15,48
10246565,37,15,2
10246613,36,15,48
10246621,37,15,2
10246651,10,2,37
10246696,15,2,37
10246725,10,37,15
10246913,15,37,2
10246961,36,10,15
10247078,36,13,37
10247279,13,2,37
10247323,2,48,15
10247341,37,10,2
10247368,10,37,18
10247516,12,2,37
10247551,15,37,48
10247595,2,15,37
10247639,10,36,37
10247719,15,37,10
10247729,13,15,10
10247782,37,36,10
10247802,13,2,6
10247811,36,10,21
10247832,13,37,19
10247868,10,15,2
10247926,48,25,37
10247973,37,2,10
10247985,48,15,36
10248044,15,2,10
10248047,37,10,36
10248064,37,36,48
10248089,37,10,15
10248123,36,15,10
10248154,13,10,12
10248309,37,15,36
10248319,37,2,39
10248334,37,2,15
10248474,10,15,2
10248514,6,37,2
10248541,37,15,2
10248684,37,10,12
10248703,2,36,37
10248805,37,2,15
10248818,48,15,10
10248851,13,36,15
10248932,36,37,2
10248953,36,48,15
10248964,37,10,2
10249075,37,18,48
10249089,37,2,15
10249115,21,13,15
10249119,36,2,22
10249147,10,12,2
10249204,10,2,15
10249301,2,15,6
10249314,12,15,2
10249406,36,10,13
10249493,36,37,2
10249506,13,37,15
10249532,36,10,15
10249534,37,10,19
10249575,2,37,15
10249581,37,10,2
10249598,15,37,36
10249617,37,15,2
10249670,36,19,15
10249678,10,13,21
10249682,36,48,37
10249729,37,2,15
10249741,13,10,36
10249748,36,15,13
10249941,37,2,15
10249981,12,10,37
10250065,37,15,21
10250159,37,10,21
10250295,37,2,15
10250306,13,15,37
10250381,10,15,12
10250445,36,37,10
10250446,15,36,10
10250535,15,36,12
10250632,15,2,19
10250643,37,36,25
10250726,37,2,15
10250742,13,10,37
10250818,36,37,15
10250875,2,15,37
10250899,10,6,15
10250911,37,10,15
10250922,10,37,6
10250929,37,15,2
10250936,2,36,15
10250992,10,15,39
10251048,36,15,37
10251131,48,10,2
10251241,37,26,15
10251456,37,2,15
10251462,36,2,10
10251506,13,37,10
10251515,48,15,2
10251626,36,15,19
10251671,10,37,2
10251825,10,2,19
10251836,15,37,48
10251850,37,36,15
10251871,10,2,19
10251893,37,2,48
10251999,2,15,10
10252003,39,2,15
10252059,37,2,15
10252089,15,19,10
10252243,36,48,15
10252254,37,19,2
10252291,37,48,18
10252336,37,10,2
10252343,37,15,39
10252640,15,37,6
10252729,2,37,36
10252764,37,2,15
10252770,10,36,48
10252821,36,15,37
10252881,48,37,21
10252905,37,12,15
10252909,13,2,15
10252994,36,10,48
10253151,2,21,37
10253165,37,15,2
10253168,37,2,15
10253189,37,15,2
10253206,36,15,2
10253267,37,36,10
10253301,15,2,39
10253327,48,37,2
10253338,37,36,10
10253414,36,37,10
10253509,37,22,15
10253571,37,39,2
10253622,18,21,39
10253727,36,2,12
10253770,37,15,2
10253829,36,37,15
10253844,37,15,48
10253861,36,37,2
10253881,2,37,48
10253894,37,2,15
10253968,22,19,48
10254055,37,15,22
10254057,10,6,2
10254069,15,37,2
10254183,36,15,2
10254288,36,10,2
10254311,2,15,10
10254319,36,10,37
10254369,15,2,36
10254418,37,26,15
10254431,10,37,15
10254485,37,2,15
10254696,37,15,19
10254713,36,37,48
10254846,37,36,2
10254861,10,48,15
10254973,10,37,2
10255060,48,15,37
10255112,2,15,10
10255116,2,37,15
10255130,37,15,12
10255167,6,18,2
10255232,36,12,19
10255393,26,37,18
10255544,15,19,22
10255618,6,37,2
10255648,37,2,15
10255671,48,10,15
10255726,15,37,36
10255731,36,15,37
10255819,10,2,39
10255918,48,15,2
10256026,37,10,2
10256116,37,36,22
10256137,15,2,37
10256153,37,15,2
